---𝑘|𝑛=𝑘·𝑛ⱼ·𝑛ᵢ |-----tⱼᵢ------|--------tₜₒₜₐₗ---------|------data e hora (utc)-------|ƒₙ(1/𝑒ᵉ) → 1/𝑒 ≈ 0.36787944117144 

----|----------|------|-------|---------|-------------|1446398661|2015/11/01 17:24:21|
 739| 369500000| 586.0|09:46.0| 427976.0|04 22:52:56.0|1446859354|2015/11/07 01:22:34|0.36792632118723957731109132497192989538743015350315328230754563042763422551251508270105091475636401661428497033478734170172737988964236450620912008304217105011806288488533038201707109791785641712679489536536421402873043744557764326583829131107239597720570742800447932965474344985867097287842820471075469349879439833112854352557722368979321481492089677763002522344313452884546515075768445944281430812722853398627786470172017819432528706218036418629548098758522739959568737006202166903885593241055644338
 740| 370000000| 618.0|10:18.0| 428594.0|04 23:03:14.0|1446859972|2015/11/07 01:32:52|0.36792628949983710759059559638909331871671382416782134856107298849354639309030772603914505823072558503772409398803158970248447330811451892460977236603229571051863541123453986461587828759296088870937299595894994327834459963279059052570545672427663382481489024757772616814239248111125546060497364903729257324216829965066041072379325514835712321494703054063756013952368232820934694652557217839442914217413451278023974155818307736346073897186003705886385452536303608017380170037428406662274644415338598754
 741| 370500000| 578.0|09:38.0| 429172.0|04 23:12:52.0|1446860550|2015/11/07 01:42:30|0.36792625787660219623173757801715493052301671546236902004268654846690705328604384191480490673486460713126567153526501753986893697295013780596576266717009330465845080337498868516105463925137247241897144428440473011535899740150155571516404223280352095113864098491150942959704832583604137438317982935549863069545680066627479641625587165512513104590159419120476552230526986293590285493112182865149982241010206812189746716230086062921139256100872439514334597486817163237345694278704013532178536597705360288
 742| 371000000| 564.0|09:24.0| 429736.0|04 23:22:16.0|1446861114|2015/11/07 01:51:54|0.36792622631731856867939604043550774146191938075761478316342866257618112245971080905766855409442546536936049292512351710390890381964609687511847129129546682880654484216789831912026847181463921855370983695924749165627387723570409831841562882281184744186162640078711628455655681906648014483011324993022053389394651244856963298914164721627995281366223598443002128199428132115298900876270518619930389793226911060115540303733069787113796170582445252064267618823658307400057239923550050536360192947205914125
 743| 371500000| 563.0|09:23.0| 430299.0|04 23:31:39.0|1446861677|2015/11/07 02:01:17|0.36792619482177096952642450970904331511936555473805379303218757505380104797972279192843967656568410825918938723529959789268144353905392753147968048154764449236128583559961563765105246640753408947863072502826409689582076836021150070129269008865933338339764490515782014454482494578451712449828302472898211888925606353623012342259684182154844085245128530380330711144011385812957141364464097543654653365902170688862024947678451878440006119830781968103014677519920134412074558899451240685278715006276119329
 744| 372000000| 564.0|09:24.0| 430863.0|04 23:41:03.0|1446862241|2015/11/07 02:10:41|0.36792616338974515634729600305695262852546764526367843956838670908419902253239920431180086087088370422708039907892087039766808639436374461935965556236915014985349397337178323644499141469149012471221692971132654355750991995007126679420093333556040955882825208053356679431938963299508553567916504456889815433527857321703470296689127000267921994682816559037301981305713422681125093776141197852606072734222312162469386295776416179677355831444626929046998969425867766492709453853963438407021405611264259622
 745| 372500000| 565.0|09:25.0| 431428.0|04 23:50:28.0|1446862806|2015/11/07 02:20:06|0.36792613202102789357728702775612607032227801197522463061301573897991114219314216836884200890164963737066459552700090108211499425224220460730287414379670515435609056779141731971959813949304419194022020031395272763387532007811716095199437192144768911746128087706443552708536834972579251468913084281621661722727029187672452269348822533058412372186410657918997543123009391341902447565325633844678200689892373387232345331964434715510641899934258080727005265099827126488507185717404621911814770133861907156
 746| 373000000| 580.0|09:40.0| 432008.0|05 00:00:08.0|1446863386|2015/11/07 02:29:46|0.36792610071540694643680391594118901545690411594127965831887124152335267268269251311781239261056224109922271162566571021117412355854175625650177686398290600372883005373342199284634426012422457409431778097993715131189669331869758341287262460299693499883985856571761736613430149803833837703759138303903353481167142930948065614642221567568781719022127065907471275027182011891849525192350529048915810952152412074795537376095491062150510717793972301087561937656184034919194099184456676615729568728267732322
 747| 373500000| 568.0|09:28.0| 432576.0|05 00:09:36.0|1446863954|2015/11/07 02:39:14|0.36792606947267107490045855455415417928123681362694922384398751051920100368899726782143829405285262821605750719855288465740211509278671054688897493390017556438874797138801140137122531534170781132509256185936305108942938414901330385744890657042934493115054390991789939182504041337565620585297886884473248268849882978147062465291915528017708898499620320924952931050941796837094979509293241403559773522967458977899760203016100763932592382833320556837902843800782073204811105515065019820572664064603377795
 748| 374000000| 567.0|09:27.0| 433143.0|05 00:19:03.0|1446864521|2015/11/07 02:48:41|0.36792603829261002771050451096984126029458158018304749562000129001272251469197998284026643796882674973242131262041315959504512578778707876013851918522456752076707327501492340712706416029507007553016647876123184695676111096399266342699858183571741199485747112121159982495154697591964225838657473276243996014675394242173599887074317526930659687338976278823524913149495395121333356060386246845253018244263638771428127298753692713683749663659725030728235320932472194604937092802474162498259380182901474718
 749| 374500000| 566.0|09:26.0| 433709.0|05 00:28:29.0|1446865087|2015/11/07 02:58:07|0.36792600717501453643424845135359727161888532537376525100000591593792603445996496156875325701642049450839202142053598510501204190901815909363933401662561697384185016590025228094343957330177167961198469565407896515750640693154829879436638971495315907309345975880921562052084941531211981387032492467999581846736265048867403521094532002159695763884312610174682552002221894370273999386751664330485294026314406980287631716841825862027391721192293209089223052820826445978667335261362980270300367633853210749
 750| 375000000| 568.0|09:28.0| 434277.0|05 00:37:57.0|1446865655|2015/11/07 03:07:35|0.3679259761196763095650556011623838727909135696168224911376476266616764859253312491697907093731384624064920250858036869597298433386281411844994539837609455321802459917832385075772417585067998746954027764841919304909461054084760491822535845321428944253715152815529257884731729162642763324016219464514256591013632593303018502824197143478734200520972798232678650663886597981522527294484439420899443743166148646918496619451001164386075060481672149855762472447841196299327228741822765113393283662216446025
 751| 375500000| 624.0|10:24.0| 434901.0|05 00:48:21.0|1446866279|2015/11/07 03:17:59|0.36792594512638802666657180593798812678127363468799248394957481286529152860059071004244389073740471376554207758169046369911667817230930944034091323034311968425268398474381703742431805523502178424727212668719303499378791266108657373091918224542763614627794539620525637508598037337088385432903186997786452906742635266386044320786812318663541327153852575883062531663111744377581584462289312084725542564250029126902973995059659780576615522613114508601680851951029548482449302872985497244383680160129261417

----|----------|------|-------|---------|-------------|1446931096|2015/11/07 21:18:16|
 752| 376000000| 583.3|09:43.3| 435484.5|05 00:58:04.5|1446931680|2015/11/07 21:28:00|0.36792591419494333255978851621315964851694311713024556947724488168218585845834267146510123095731557558054222320958359629671446796094509389992588916107731156742927580879324135059986604143836025255135916102425450680727220066290095012616355031189598290059080442727227867807085941832334199821638302729488763369612323565599539695962611503047016823542586147606186910650039691624468424383298577823139131618815757539476336345208240609356913022614070199474364766853420177023792834413988179703444446307099694297
 753| 376500000| 559.9|09:19.9| 436044.4|05 01:07:24.4|1446932240|2015/11/07 21:37:20|0.36792588332513683155258074350139063749879624746353237660445347337824093599383790145966815973275469031340842283903232113050383315435406797772231840020357828333464328519868159894135164016997092931960569169738935503038385911720757419664893520247188860890936662900089986975197276771466751014533192741313335269512716921811133671715328072464813679456685926136134275617236791589175598573719654685026320020352543032882012315338632611358593726947692758576580520055460479185678828904280582236774637893452058353
 754| 377000000| 556.4|09:16.4| 436600.9|05 01:16:40.9|1446932796|2015/11/07 21:46:36|0.36792585251676408171135171550477499342674053094863798996712144965846633972512192439157388589549278548607916592643377871677085832703175789877753999241460399833375241563495136193838544713391458735258635250711500029236210316741400230588825440812210161323627038283600527357345631873719010896975189982076014343090299366932602540535412603606205728191013447473109922040128760784718474386873627649339828735733642806131928892383326429900227329613287413408062368879416730802442063182042501839090359823978308036
 755| 377500000| 557.7|09:17.7| 437158.6|05 01:25:58.6|1446933354|2015/11/07 21:55:54|0.36792582176962158917442159838039179790020413370932391375625921738963536025838291973746037819428501011621895013077525436558137774298373720272632741681861784745314512148934073023571616771341031454998559947375311178872995453779579041282982868126230202532942617186695208961392350155646898350804046183551121475336961899878281855626232525482584300158020041380045742504950712299149268257831444804874740072847815941365113403296979209406202158809262767458138087989555531306806287701726326668013272674280754645
 756| 378000000| 565.6|09:25.6| 437724.2|05 01:35:24.2|1446933919|2015/11/07 22:05:19|0.36792579108350680250680125267509756433476733615069398684636468290065082936818270301341551759055143582050957730534577580290154537270260091000027317867721081607710170447448916004928688267050511709598083000463739028215069544505074460852139964795685013866210267312829334752046338633527562710793807078917815264486170493705522339854175051859395480703566899552904056064027201634235164913022278939515256132911079200829751790403113329859291788963235186648800593648611103461147135202741321197697612654527419568
 757| 378500000| 570.1|09:30.1| 438294.3|05 01:44:54.3|1446934490|2015/11/07 22:14:50|0.36792576045821810709599554788539051096236020457949278727082467744657529645865624140393346314125926710950482803732841305535319006302199896132183259237053345466276158802806464584349916363918938690408828819672604463241478911488578934408086864349560418074212791291479452041580119160999199570830977339806154919603355728192073473205524619194071813685041706201162182294077766242612058365585465761070435942558984147321455850439503773033054030767041348001279689279370779509468597178369834763241491191499599452
 758| 379000000| 604.7|10:04.7| 438899.0|05 01:54:59.0|1446935094|2015/11/07 22:24:54|0.36792572989355481958848427902991718024333880722542168184564740570980255439284832056926962470717059190993424997310239941986858728928693632295357711360173100730795651869960832959048382991772463777413109908928883195680245582239820677493141108934225363791658304043256124237683578099946179824902519405972771629352862572857565049151704260504654005314390967710080870965705308854479124642721194923661365224598439443311182962255651111457615677770355326986109733571296235811268037180954834007978299252296303644
 759| 379500000| 595.0|09:55.0| 439494.5|05 02:04:54.5|1446935690|2015/11/07 22:34:50|0.36792569938931718236653220763700221138151167069026360028776814113404353980450746809161723270820053821039132405417268792750752400037558720715373825818571816488025492579796059354347578916813796756950941486014794607423260094610968713341895247021443849418728812231116778471374058772886894963481539782044788571129798405176548141173924209793009527314310500352705442237709526388137646974293441074719362028526277184694202671566315441837120897919217645595722540107777638235898318765731619806782387380120990378
 760| 380000000| 569.1|09:29.1| 440063.7|05 02:14:23.7|1446936259|2015/11/07 22:44:19|0.36792566894530635806498318964116404506859112176817794893974559992510607252587945077752048774722009006998361752746872811873505098817114067626855039544536026205987671695010125978408289129538944998766655802936197392875303770928598730286039651045402419338066443571309033758573801077797945844223773456662702157970876845197991575120701011944967694662361644489995936412558921710117008960506592421509955420046315629739524292112652766793332090670332601480628105100627756705733999209159938184155067472158127372
 761| 380500000| 563.3|09:23.3| 440627.0|05 02:23:47.0|1446936822|2015/11/07 22:53:42|0.36792563856132442412769675433699816387057185470183281990814444500931859865476191576237381116027171334364825032166085038263166368381677897011483756183673229051481735325819021738570735934487892846560618909549389215948783688317738771620777004801526762665904933944710943949784424560648321198139761355646592291361821401204844157434411517408488948210358047841323984353507965308681051459692172994221449455203334058545511859580176790387217583074207167826824699394748188508798771898147049424392980686200083272
 762| 381000000| 563.3|09:23.3| 441190.3|05 02:33:10.3|1446937386|2015/11/07 23:03:06|0.36792560823717436740328886223543049939578929355518747840016145494048913041764501778090187464125481626828492965878113101726972144924498912772862550074524341762225600829010767650072219984049411848377517982926692693999223456468616860968253844605214492186054815676551410964571258484626651762848936541096244947426600775395922198054090063755729104241888238808752137426568286985663300282891802756465975488738633650933236085180859196423968213569312398521216591953117419576835703774823159424487749906751731137
 763| 381500000| 563.7|09:23.7| 441754.0|05 02:42:34.0|1446937949|2015/11/07 23:12:29|0.36792557797266007877984189587893322608877346646179810640556369609237560633077833174082532247389787214956331038945769155643538448283801493765677066866351463921937599012594052501037226276217827733861207957987058934570868744030591459691969688652867590796739637737811795769141948268444288096479177001045229907653777517351857492338842134372595825469256531063379354244906006329375161015646036231283155761074520801356138543453074736698666911256745295329258814734693974530078383662823146016279774442464570337
 764| 382000000| 577.6|09:37.6| 442331.6|05 02:52:11.6|1446938527|2015/11/07 23:22:07|0.36792554776758634785825222686512003846676169749273150120354623947822388078039322769295256695379051970126344689204076462320533715007902982468789855336484902766569250865456812741667006140789290459953365161189839316069657437611254520354519660842500172474640479041822384811921064859265551908617278353177712595846781331857892833171498841769044167433064659782548664075037843560329833197337647980071687178614628881357123612032550699516395328873508010838179658287594133277394962662896526883419097661342172184
 765| 382500000| 656.6|10:56.6| 442988.2|05 03:03:08.2|1446939183|2015/11/07 23:33:03|0.36792551762175885766388695496206301057708500630371141191097406328465107594533726438397505185763876789705021091667924455555479878273614950977101762087619497486120349659590236451153142039869989291584159334652899022899294649040821911294108917931891027423302968769647838459040550974323558076861407385931757415808114208742305858425922926093719914246280923775318838574740159505750301124715444969140297719550669566095495094307341972779097136908538627450852124677779872091662013958075783908440416108486153384
 766| 383000000| 612.9|10:12.9| 443602.1|05 03:13:22.1|1446939797|2015/11/07 23:43:17|0.36792548753498417939622463172725735372321457719051727257155122434811034448905354013483624177428791607936613376899379969691368433025213612965949269323485560148666603709830342059615446159802274326493971038283420027926264712736936720563369302488301051572520705892845798528539643715448032119002572690660843206707898046530647779134188464760900531702529852637094812052072496120713237951965357485886414723001148385211692187162176241137825961388848425509975248736655483251487607469252081433898108795208017144
 767| 383500000| 566.9|09:26.9| 444170.4|05 03:22:50.4|1446940366|2015/11/07 23:52:46|0.36792545750706976721615796191275174176330064553249619738343580219733367420030471250385980422118098785303042349855740799207465931079530721551188062057279053987151981311486729582067926215635584261362725450610874488298897234907792493798149903473127924933596977833895376368391435934314880911388328642325803413185104665362763470135690442206214167654832150513630420029236495937579104752268071364510856278144734055589931587426503203105097221434535613737376678546278117749973354358095399096015144150793900242
 768| 384000000| 672.1|11:12.1| 444842.6|05 03:34:02.5|1446941037|2015/11/08 00:03:57|0.36792542753782395307063962159279015047384092126565740297892031692148108036612262503169323862838237527297244281130926825155850360421426379908280939295319930348188446603318040935934405361115089382007497623875711090777850068145231435155405301265360125121821994385425153519626187669157205315575471841600986141006862882738323339917644446912993241147973273064713949808937098354063049578296471828324096909135897693075507651667367674808631541692545864706848932249840261746248047092108061891996187373400671693
 769| 384500000| 711.3|11:51.3| 445554.4|05 03:45:54.4|1446941749|2015/11/08 00:15:49|0.36792539762705594155435544282257953790802624556414819430942870801326306917574360563442030293596000372645417958735915340244847061570998435230991765855198118754484656966735729667464665876978061015517861069161675651035810266067858329929685798540503556887514221552860448456307252677370899549640503974120166192667937593659478530669320299778303415516199910965673186619122362571152942874499607597338743052726904957934568385385058610811450219288188755497050645740298576909065006728411980860876790577924234995
 770| 385000000| 633.4|10:33.4| 446188.0|05 03:56:28.0|1446942383|2015/11/08 00:26:23|0.36792536777457580480811229115677278487251381037575579020312784347755966006776104921127040718208296576040330753444033385347369208586260295766118579868852752275844782652614483101380775581706859365364945907704874784582292440189196602941796240369678910018817807980147337470518015647808891910172806529547855178558096584056270990385720704501352281048249386889368547309002972473455835740253250058146745559256826577991342694618609004934591850907735305999017804859940958096745443979497820768728452091951044117
 771| 385500000| 615.8|10:15.8| 446803.9|05 04:06:43.9|1446942999|2015/11/08 00:36:39|0.36792533798019447745363100494735673388237107697354986034690713167149480816175820091589441643413340648301115679531566802434583299937001566652707687266756608506494258917161553067293293227545026435579995150358303760847312174965022201542934739687668411153696691521435889243428172946489566362306014693601230417093190243694156023776135043924289761707777641092768750209791476258320187529903913706418687609244272220325941236991976918597544945976843670177070494887572083545478158906600083325363691036179530889
 772| 386000000| 639.4|10:39.4| 447443.2|05 04:17:23.2|1446943638|2015/11/08 00:47:18|0.36792530824372375156443777442051867617352472464314348976335551387611998495963607359146457627023272271134483924021804817188117331644296929129839219562343241056198398295468376039015159492858655575037022815365079117924807968790583268156903333445465042858022365859031284909723438583388315486806498815660538521055386384144431181909788772418564615287146293590026710316469352995741766157271922031142643710827935603079766700162341960600399603009049268920369036282353888440311125806304926701989846156198219251
 773| 386500000| 564.0|09:24.0| 448008.6|05 04:26:48.6|1446944204|2015/11/08 00:56:44|0.36792527856497627167255031451271388740139786565573243174756460307922261439922386895739608130636077510173406749437064172752921800302432076838681616347366707884011614881888335411362806603560858739549564219156685881340323516135165801912710415137131911141393877589971653900391407898103926549567254906671120370396049583774833549684138342222217036245536170807636326060217276526833169392867274726663234575024226802850714551917459904433930325021382708001494869171351231183189531803910843989793117490449764774
 774| 387000000| 557.6|09:17.6| 448566.2|05 04:36:06.2|1446944761|2015/11/08 01:06:01|0.36792524894376552981065812873396368249092627493084518965578495178102002538112692816817036654199055149291259416253523717517896489319900010735026864909703438327921613046929526708199930810320699471042898821771969153349775528686459920790038220463367800242860663780729371108086348783287031529196490798141591706239994438672956073174095927310852028376167082347484970411754558128338485145544537746024219854776603879860402854657415117564807058137267918427196107920020969797916025166066554809206777750623165843
 775| 387500000| 552.5|09:12.5| 449118.7|05 04:45:18.7|1446945314|2015/11/08 01:15:14|0.36792521937990586058949907232226204609668643592646511438470945761520200741725076963652393745119248009608445605694508824520031931228434480251877480247111918714893781965409954690333773651759281351565191159560812201363870763752515047673446025281662884258365289609195760874647985461826280664571052759865518618016165633867332331436771037853907037491512245761113097281095481276394393928602691271541153525255758471404773382659765611341453480594468478163219827254558465309028082973215726882699775760555580869
 776| 388000000| 566.9|09:26.9| 449685.6|05 04:54:45.6|1446945881|2015/11/08 01:24:41|0.36792518987321243631013730205231716314375002586674151569293174990319317656068450779569467206267419352406174062489531454862672948258398530205851455760182517494544459981291971745259241289796353542324995127636434733107265700856594159063307717231765860326863294220138527167933469606186327683164059969940934237055051807435055964831416617332469966107360520107177541747366770795624518191732701812303099722857602080960661363353691137595915683941868933035568695754976329587554275200582543710531092322279111323
 777| 388500000| 584.0|09:44.0| 450270.5|05 05:04:30.5|1446946466|2015/11/08 01:34:26|0.36792516042350126211085054765481429440077476832486236380549741667359393626271279257546896779731228223042223662109436216367627450508696158340676578770573027850674606442665148746899613649968752879244434996294458488138328018561029835767985634400265162928429730269118121045223552932142161553384774593524944350262325319871272456738312936433559489888825611624366984101583745047792947915539846174681756492103748437526959549945443356552726109323662438956015579772532231235683239404315131200363878813889616355
 778| 389000000| 587.8|09:47.8| 450858.3|05 05:14:18.3|1446947053|2015/11/08 01:44:13|0.36792513103058917114833745627380383495167825477637368461572062800008639011494969778837260671962870600533819863425226299341872114752879524939565800433092852224073518627831677714049537892655438450509783564734276070860335309529394233167043511409095506751506120034646385358649358057576281948829549412004800958904925746786990382778350063494628330207245615275822991043370038519327544841767706652105189705187554811496775840463348743070371513139609033840599513850776209435406327518377132318939736929868295616
 779| 389500000| 586.8|09:46.8| 451445.9|05 05:24:05.9|1446947641|2015/11/08 01:54:01|0.36792510169429381981295854711934950439531696552089263449874247496822246737503206427604652124418811730232256389951704865501727796162994630040001057910887750437872097471708781451769509489262702582854130194433144221204064768038635720891056566786516181942895150587401894508489891353704470730590588256433177890359369584503858387145298870888338259351794969585354647088520749894643561111824865879716066345750769795666303006773341636531537723265878853214086053881952044716040586619636978321902736260940835074
 780| 390000000| 565.8|09:25.8| 452012.0|05 05:33:32.0|1446948207|2015/11/08 02:03:27|0.36792507241443368297772706883476044718996702355882701494658906102770503593269769245550303486306725841582861443060380180798931556657197437656448052804447855375220594435506424279452897720013204550892979597499175338982519212593557564598319266298992096093553094466303485288286279897500871496853410228057236660886067516301064820418989921014138186939614457039061115370871790181204099572147394535121339037154282225038244631502010070188866884283097287913510218126044635176556453336321815368231510020388108679
 781| 390500000| 559.0|09:19.0| 452571.3|05 05:42:51.3|1446948767|2015/11/08 02:12:47|0.36792504319082804928076877746208442935764160881376149353790286736579463279825115406904984952096376170136930263860088790080377184576368760969141922316772987592514108811918998343275129427786073443342747108530433018310139480700116500138776633132971534911354457858661200131399008646862732930882948903141017244293024487183408576387662409033004188823082005573853464626106873774279074850515704393636865003648311375519685176749604517733326301273557921851054612204207772862459771870353834024957712816521454038
 782| 391000000| 566.1|09:26.1| 453137.4|05 05:52:17.4|1446949333|2015/11/08 02:22:13|0.36792501402329701644097234862060112231373873325679438506845125503978287655603027790389340547087049723331708119525647272811503737206067732682104268750789927753333772160482920527725804262016219738997747941750632056168134781144396295924244732200039331897646904258607621039369973001479370445112365976563205387771315625954788464278247216566377061510713642082308591787314963320690697994205525808601736807866933134537038862468403236983027122688160843670221651895905445409259744739796490122273018245568625624
 783| 391500000| 567.6|09:27.6| 453705.0|05 06:01:45.0|1446949900|2015/11/08 02:31:40|0.36792498491166148660655480397047835999339145694707167631561902414428884513515755092338637988058904720135970960267260520815914610317845440114729038487072763772187841473617364329218046485991165212583630266524904972090400918629583800307856781937688852834832696456867476422221832320415801309572224101781010469092303084583633821437460965783587052639092595749847456530903048191263073775167819232895754219165162931599338181482274392304258033146554319911172384308976682671825314555008846725175905562548431218
 784| 392000000| 566.2|09:26.2| 454271.2|05 06:11:11.2|1446950466|2015/11/08 02:41:06|0.36792495585574316173626896957237556502506365629106718751016849604621010633978897005271766859492666143327326391010500251802741842200773860026169174588931131958648009795911571628636730148012039464862786828680525478241646301351655749144486334214255513877727547172624058598944644518164643013059071923924065292379919465007433916080781424951668140147285523730775349230133780915754706405590391635316345560737417617532954045073207387928810449999369189489875882436139203625897908871474491633458135830843943517
 785| 392500000| 566.1|09:26.1| 454837.3|05 06:20:37.3|1446951032|2015/11/08 02:50:32|0.36792492685536453901298259272368482669194212441991672435407916869872676102113099055117369408525952639454888969235108024723403336787645430968693819806791056959745542787944609969146224701296891624577906164042612635040958721868374246872363950949171398837422193333246372933982277068345308907420935527644773187049078384279422044089637023049499029651050146887091240764246247289839471901424464774652543260640777966311151539730321913712069459940510840487622564229512292029238281617692589719668508320349997832
 786| 393000000| 566.0|09:26.0| 455403.2|05 06:30:03.2|1446951598|2015/11/08 02:59:58|0.36792489791034890628936132459870066837409080037242849693723336280036558261849529200697596140890431468770929376225431697973624865200964868036048808698543908214057951845875774416852453987040219340027557445105810493377272286008322427535696675579112786100318772135642329371041292050598585938763467693558894062464281383419352556911293125123283770609096180396944849239509990089485416164727095339157017574776131381926595170341415373106221185488880593573307633513157042878046825707529035348749452761454674412
 787| 393500000| 565.8|09:25.8| 455969.1|05 06:39:29.1|1446952164|2015/11/08 03:09:24|0.36792486902052033756539032888410376630373827533732356825593375509785948184705451666698697756467169954946466945054097360236694848759945818233585402690569101235638186777988568341081585854808682686052455142534090605366858701175119414924389137227983210314315441453874927825668689004501756120476308953931691455129002587253945056412426658845589114900406264014150280456797039254800626853682633398639006222640889628566727121541755350120044339084218169037477175835322198714887452403923674599812785687465845222
 788| 394000000| 565.7|09:25.7| 456534.8|05 06:48:54.8|1446952730|2015/11/08 03:18:50|0.36792484018570368849747180191898858493414709279982630023228169397210540780218772055727831402318737567087449569638382130404122947533702353699512513859901616622734169506193794422722441902877838435289191219824677425177794596179826568422146217245303880307810005447671704993895184214121102186216041091941627461136225180695375443450448274281249768173188786785686450659158598902842981703091675838968634031509377544967936407952117939748009180014648146223813823757191191490047436960972744050992936369370365045
 789| 394500000| 630.3|10:30.3| 457165.1|05 06:59:25.0|1446953360|2015/11/08 03:29:20|0.36792481140572459193883818795204052777987387474068205584369609914099668658704983218311091141532415608816554133578664869025765764868596292974643010814970478202111065651115096823655986336024760953421144844810005074693229230491547224347511266080048894205536255198698538672133619359473120182204644327739181195002462516212815105795902617435069308346837784377812754943197443870487100542795737458131948787888172171102497114829754004507485573480582735966302992787768837609061063672317162947430563887356942549
 790| 395000000| 642.9|10:42.9| 457808.5|05 07:10:08.5|1446954004|2015/11/08 03:40:04|0.36792478268040945351102334434474404100363112911925399019234346432110120297101232113691228138298775842163113525135053889183940211958113406096137966630762256227377093692852347909913881223246437885314424998372595421173341135923670382533662684735534201939774695866604514557333755404379820428354297466980468643074322602837751194846674605523701237799035261545865209976558107700560452801502511937197460916991240729811094258252198085613796397146469083832734196853540907931250751619176093966225497641279849251
 791| 395500000| 585.5|09:45.5| 458394.4|05 07:19:54.4|1446954590|2015/11/08 03:49:50|0.3679247540095854472061363562017014020612401042761336597865225307709242590967824895770398753668558502577754608734087724790496972372911675492826893255290473260325928130665299041641597122902578388029532259933203878985803541379371321719667639478570008160751340248816669682300397991615902384396732933272100698094585791487140947745379346538444653392138544342813184455835709630560610003204313989149036356463059079560288490087897694172000949723703636398137573920116928901294776807145209230670959589480791921
 792| 396000000| 552.3|09:12.3| 458947.0|05 07:29:07.0|1446955142|2015/11/08 03:59:02|0.3679247253930805110196851183160010462524286159669456977691305437469019865313702559016896072524141896103266484648114611064944933681628172470191139207499286285395474716297725972604233795960388369186298807936696695507591103697797132158177766131901674283617858176509152867057962508663271170265323893571478985484723025221412954584633852556269486157740212061233500798170333842969575974063276539026978258522648936985265247562198976038126562105110382781529727606039215477806635735021424052692168488720878912
 793| 396500000| 546.7|09:06.7| 459493.8|05 07:38:13.8|1446955689|2015/11/08 04:08:09|0.36792469683072334261369919479361086060351595421326972925757899141636869378254322358678284562130131327597752400217125821966206078239523916419401768317471529417597226939445584384015617605084784793620048662000842909017512387925412504109709393609000191000232267177795602892970626170933002696723084015976452185335467054516811085576384045239710843037567902040089030988532269886814007561381937936863033196818933269663124792743217398414689532467887885334379279958046507754157921549488662586775857112062717082
 794| 397000000| 546.7|09:06.7| 460040.5|05 07:47:20.5|1446956236|2015/11/08 04:17:16|0.36792466832234339500990383357634196520751953200930201699475896971435448119172096906953279491467158010018219880032964166453249163773327841675035971796302647242742094985673997686103508412299647348925619779877577045490886966554952617683983280382586797204121590972475790279207548550000092865646537169718835639363168063139861395237787533675753034338788535430076165684420224717625334263963057185447000858887907717433710949677321488294604601271573009753210271914540900740259911307406025671334559811673419476
 795| 397500000| 546.7|09:06.7| 460587.2|05 07:56:27.2|1446956782|2015/11/08 04:26:22|0.36792463986777087231269935462428779642217539120288744708324964458322342351126171523537782919951792098259863610992099102015491087567561649238306875784971420665442673520034605891416240701523148591018378639401613233713088646354261532574706050139230189170865635212887073128747658853326734667964061712281776997550698224244510401354491533617737916341859738806792282151996339004224755645093975825983176960313522479227630809378105482131002639421225019040342848275633689823514484824812330293808240231829892973
 796| 398000000| 546.7|09:06.7| 461133.8|05 08:05:33.8|1446957329|2015/11/08 04:35:29|0.36792461146683672546170244704800638312702179429568287733917824836990650622320318998266090094178913688539671121262525784669398694691474331526402794016606291634653437431600955955048748099427180074228077574114451710358245013826431283090719768697138171720561611659627399152818332922490399296867931406964293411944870247636906556269309855316447302561717602931576456132889081003617541930414061351919939307602742037520907928155074489335748330644880445034514471712514050202199650656997179431407723557768337996
 797| 398500000| 546.6|09:06.6| 461680.4|05 08:14:40.4|1446957876|2015/11/08 04:44:36|0.36792458311937264801360820229631236344131800922736607001618613753261226027109059285184416192760957806032221299014153905318725092053882337028955516400052001489131194424030014077652807559066515392366100033739127437375593266131320788682166785448888992290308219953417383293786775765336936589024337634009634778419674936164437336112773535281360891446665229956887266437246213350145923061881428573455411662203081117549833502510601797224011119635059886712858702674642227161910933160773069177884940835820605605
 798| 399000000| 546.7|09:06.7| 462227.1|05 08:23:47.1|1446958422|2015/11/08 04:53:42|0.36792455482521107195313397790168595417162079125420726334461286739628046268034528867427163124792220675419779871692697024007994880263221002865295682591224609992997773091649414229599486063393521567718315523635922696294666344909313519822326723290945472766018995427563222893730423824697952310101104064511674149113415979221972923055906004229271459602629781031647476728083493761750727516191915477870209471255514692590107279771062414573910155788424149985687830270402177147191426202511358381705107666307168201
 799| 399500000| 546.7|09:06.7| 462773.8|05 08:32:53.8|1446958969|2015/11/08 05:02:49|0.36792452658418516353280842955242633640558427475164604975474840736598585877050187219662344285296211305040361670200961985970985267103386071711765767374572520526967047441038170105449262363110397033501342203876240545249967291982681350054014513844651329481451939342795040235947284889032559896926009696731668782434828177075593475703385382571295476289543698226342396980199757556217370650510248972799904078946924188512947019006049674934689703545611656257144224315010946514692353839402732380023914519909342239
