   k     k*nj*ni   tji        t total   fn

2015-11-01 17:24:21-01:00
0393   196500000   555   0 20:15:01.0   0.36794372752959384932321946436493067482056375661899093089485334654674653648368529298341705101404136589708898342701783675656890870379129958496260348591985390698188839326247644819883399384909121957510786632415387248497318662824430563351976264215728535828297476579024019755381121655190898462107362821675156987863251422343627875027503736263056742733507525766346058364806395492389455487044314155971376511065299338864272375119678318505346826574598057525736133931758142855945442254015908341940405741467020658
0394   197000000   555   0 20:24:16.0   0.36794364589253389356855518413661446087880762279400863393667891994052296290952392253243645512159090039394552785084134235974729034887613098690442934733555605389681264361276251719503903298217751400131058751529618425608128010227881402878595806936695700794350209747752346704353632050441185841479469439898957858574941536108425841224624042026570797622206023838392452027984689006061459507994200578720975443901378215921304396227305321318688379038096767309261012778247544662800602020543367557076077185620383998
0395   197500000   554   0 20:33:30.0   0.36794356456569361915483129100363904761262168375413530123969954731402555171429158095306963201714445191875703585787408403432734787684561185461428814645010628025393199893572905112495770654928160230561103282737022401638452592974446537002257643008894870808163386799379149924366783890799006904203336645128906880587616456877437248014803735703086867677977400636205267624843693573594231909355080257663791906307761663506769614560370691136786373786231625912574375887636280498431108648537114282554970365647349812
0396   198000000   589   0 20:43:19.0   0.36794348354711328418097874767347150553140963932295790400417229971894739572117852815893300761941100141666092377056529070787010361557778372601629624666399936991914642345345582696506721854188013384025818558407574874059656007370789971112238597973547321559085923807062213631879418769952060604921929046788755215741019323695607205562199170005257909049868419418588555755262391942772344957567837787048294623537638819215673963221620716578921248031258157996059699899484614267045465594026027320881042809295416789
0397   198500000   607   0 20:53:26.0   0.36794340283485043531673198974451899443751518628799312225868825628161657367753508533671287359396258745168496468244918035761487860452443690739915801523438470386122132817237283677462189376493570925021668565266044228418055740892874096766974578161927922702818644622873235893777712769593115895585680402079218220375041394278360161142377986032605740232876129644177871957882241601310662087099544989617367962177982159684330157330051372182143731566054381025188948185147890985003618707879284298639369878613330593
0398   199000000   642   0 21:04:10.0   0.36794332242697971220226164351775768339195839406882156391211711641877376836918312770588093553294442148942366034264558377661392668686496898115201750938576441006548453514293667016387358999653828008149816358814305905866374407698243733689050013425161211308646563355679767761357231292573661253053394427596766533419412912909345385334101910472463279617689227805166332577459125259891247114623586405079144681730408554801775666135848428871100187564066859002848819230978733700812358059098672099836642743834961487
0399   199500000   648   0 21:14:58.0   0.36794324232159265454579088283266375381488893966874369113632077773892992749249245808881219047804437393446387768978485113341359100761000393863076081297726548113817276950640111580897365676978570921912557764049346377822487801177354421124697615525486619607047605833863373956495486844469727327278524472347689590803754125104430462928790518965835952247272421533727085656816038113950013742668128881752453730127353968004471117239099508072242303154212969478928242677445822061441280200058143878470945236185242368
0400   200000000   608   0 21:25:06.0   0.36794316251679751187532504307711462453911000077734813379199107912228170707467247056173248945711549519490808270269045386819615615663488211314976181071892956313752806424442735298499957183725755252215868317247411693001363123131468102199851019684949627026943900887183989260001682645188232274075762602051276438311964832145513666423224398462487359386173297626452937326536702720209862240742322252710559871431133714507070700442800318280231169921025330776454028320824988251977350728608084598221672210840300417
0401   200500000   609   0 21:35:16.0   0.36794308301071905590144515377891274175622140324103810122111662992042578664543283018054179121995514277270050195819413844046266915315751806208912781269716532753018748508877391842420229033267821811153062327318971014233829968189610025492358595636474906082415651131945671739300122598077341927465357701224876685261352531546955372655946735402204222187343569032268643465355952978101539475170885085289662304170647622615327884002753027856584355613006077308066114330780904464502268255944380510538459493206957451
0402   201000000   673   0 21:46:30.0   0.3679430038014983954489197230085462808990416685682520651176597923400466434299915450242304382128474599427605390674180234159847013329176126208579578082965493733012588347458694781332601869953977804332861559053681371320252773910665173946930293704326043004177589104497662256095836970587679154328156407234244901819995020493636934420889285768562536706833619684727590517024415070452534707393440615212074980339311455435082073610395204693837630839257035598997020758431444197874112943718239460064072057060251982
